sector,filename,transit_events,n_points,depth_ppm,formal_error_ppm,reduced_chi_square,beta,robust_error_ppm
58,tess2022302161335-s0058-0000000292152376-0247-s_lc.fits,13,5871,20394.70632,50.85643833,5.803619538,3.04249302,372.756306
